5 100
37
100 10 10
200 1 24 7
200 2 11 5
200 1 1 0
200 2 60 0
200 1 127 0
200 2 24 0
200 1 65 5
200 2 40 6
200 1 82 0
200 2 27 5
200 1 118 5
200 2 144 0
200 1 0 0
200 2 64 9
200 1 59 5
200 2 118 0
200 1 50 0
400 1 431 412
400 1 431 412
300 2 81 33
200 1 74 0
200 2 53 0
400 1 409 396
200 1 66 0
200 2 116 0
200 1 51 0
200 2 27 0
200 1 80 0
200 2 42 0
200 1 65 7
200 2 98 5
200 1 99 0
200 2 103 0
200 1 50 0
200 2 71 0
400 1 420 409
200 1 54 0
200 2 58 13
200 1 110 5
200 2 136 7
200 1 4 11
200 2 139 0
300 1 66 0
400 1 413 389
